problem_clarity_score,market_need_score,founder_market_fit_score,ai_fit_score,business_potential_score,validation_score,confidence,eye_contact,speaking_speed,filler_words,clarity,energy,qna_quality_score,pitch_length_words,has_clear_customer,has_business_model,has_competition_awareness,has_go_to_market,has_revenue_model,investor_readiness_score
79.27,21.27,74.52,78.66,61.75,49.88,88.08,78.79,151.0,7.0,67.6,60.36,74.44,203,0,0.0,0,0.0,1.0,59.34
29.43,42.39,33.58,67.83,34.49,29.04,58.26,64.67,127.0,8.0,61.22,62.73,39.53,85,0,0.0,0,0.0,0.0,20.17
58.73,84.71,52.46,76.1,68.57,63.75,55.14,45.87,133.0,18.0,,63.77,50.67,239,0,0.0,0,0.0,0.0,45.03
72.03,26.31,62.07,52.85,56.52,62.05,82.18,70.92,122.0,5.0,56.89,69.22,44.49,253,0,0.0,0,0.0,0.0,44.46
69.38,66.84,64.47,67.33,41.0,60.19,100.0,78.3,104.0,0.0,,84.27,68.88,222,1,0.0,0,0.0,0.0,59.9
74.75,69.03,31.69,41.1,58.29,54.45,64.99,67.7,135.0,12.0,55.48,70.08,43.9,267,0,0.0,0,0.0,0.0,48.51
78.48,19.96,44.12,78.73,60.23,55.73,57.33,85.38,169.0,10.0,71.89,73.6,63.78,274,0,0.0,0,0.0,0.0,37.11
69.1,30.11,50.05,49.19,59.32,43.66,48.88,53.97,127.0,13.0,60.53,66.3,57.91,217,0,0.0,0,1.0,0.0,36.46
55.53,46.51,56.58,67.94,28.29,53.13,84.17,81.74,114.0,10.0,60.84,76.21,85.87,183,0,0.0,0,0.0,0.0,47.92
54.78,64.73,15.66,77.78,56.61,54.0,41.53,42.67,146.0,18.0,34.44,28.53,75.57,305,1,0.0,0,0.0,0.0,42.27
62.59,81.15,59.63,57.63,57.51,61.84,49.82,54.72,128.0,5.0,72.38,56.99,60.41,183,1,0.0,1,0.0,1.0,58.99
66.35,47.48,43.39,57.21,73.87,66.28,56.52,70.49,146.0,7.0,54.58,53.47,52.36,387,0,0.0,0,1.0,1.0,56.28
65.94,,51.82,66.37,98.15,69.72,94.29,74.36,155.0,12.0,55.79,86.62,67.91,257,1,1.0,0,1.0,1.0,79.27
64.93,52.59,58.56,58.63,67.54,56.99,50.23,47.18,128.0,3.0,50.79,52.43,44.96,347,0,1.0,0,0.0,1.0,69.9
79.06,42.4,65.17,74.67,49.14,56.74,73.39,61.74,148.0,5.0,68.42,31.19,86.17,180,0,0.0,0,0.0,1.0,63.5
75.53,35.45,32.11,45.55,51.13,43.8,79.32,73.8,140.0,10.0,64.54,59.63,31.23,149,0,0.0,0,0.0,0.0,37.69
80.59,65.24,47.61,55.69,70.44,61.07,51.6,53.82,102.0,11.0,61.77,36.33,72.28,292,1,0.0,0,,0.0,50.34
73.86,64.31,64.47,80.73,80.02,66.18,48.26,50.69,127.0,5.0,70.6,50.43,49.38,186,0,0.0,0,0.0,1.0,65.38
79.08,45.38,35.04,75.96,74.25,54.5,51.16,63.5,122.0,3.0,68.49,52.49,50.87,80,0,0.0,0,0.0,1.0,50.97
66.4,55.07,30.46,57.31,76.33,52.09,56.46,48.48,111.0,6.0,57.3,68.62,27.52,296,0,0.0,0,1.0,1.0,52.77
73.11,61.74,72.64,47.89,70.22,56.27,37.5,43.37,120.0,9.0,52.26,25.94,58.38,249,0,0.0,0,0.0,1.0,46.92
68.82,21.22,72.85,84.9,57.7,50.17,72.67,54.54,152.0,6.0,61.73,80.63,66.6,123,1,0.0,0,0.0,0.0,47.08
80.07,32.23,71.95,71.68,88.6,53.27,49.91,47.9,137.0,11.0,53.28,55.84,39.94,198,0,1.0,0,1.0,1.0,58.01
89.65,57.85,66.47,100.0,64.32,71.27,56.84,67.44,104.0,3.0,57.65,69.19,71.87,274,1,1.0,0,0.0,1.0,68.37
52.99,26.78,49.07,50.59,49.22,42.42,55.49,58.34,118.0,17.0,47.61,60.27,56.55,172,0,0.0,0,0.0,0.0,33.51
49.98,26.16,37.42,59.77,46.18,38.19,69.11,58.02,140.0,10.0,62.31,40.45,47.79,268,0,0.0,0,0.0,0.0,35.43
48.89,22.18,50.18,51.38,22.78,41.14,76.72,54.76,141.0,7.0,62.23,49.8,36.1,232,0,0.0,0,0.0,0.0,24.67
66.72,38.66,34.73,65.84,73.29,45.39,49.7,49.85,131.0,13.0,62.18,49.78,47.4,208,0,0.0,0,1.0,1.0,49.27
64.1,32.79,41.35,100.0,65.42,47.01,73.18,49.26,154.0,15.0,52.11,62.48,66.12,171,0,1.0,0,0.0,0.0,50.55
42.46,32.36,20.12,42.27,17.21,20.08,52.48,45.97,144.0,10.0,60.41,39.15,31.36,104,0,0.0,0,0.0,0.0,18.82
61.35,68.41,61.95,87.2,79.98,70.67,61.64,63.63,128.0,6.0,61.46,60.17,,321,0,1.0,0,1.0,0.0,71.1
71.2,50.51,46.95,59.09,53.15,56.89,82.63,56.4,129.0,5.0,77.87,66.67,59.03,138,0,0.0,0,0.0,1.0,53.22
82.48,65.63,45.94,85.33,79.14,73.85,81.84,70.79,138.0,6.0,54.97,78.72,68.34,229,0,0.0,1,1.0,1.0,69.47
37.75,42.96,54.5,29.94,56.54,51.96,40.83,58.43,98.0,7.0,47.5,47.66,38.95,222,0,1.0,0,0.0,0.0,35.5
63.66,51.26,26.0,78.37,32.36,42.95,57.64,54.48,143.0,7.0,68.67,47.95,54.07,118,0,0.0,0,0.0,0.0,40.75
68.4,46.98,54.28,72.7,64.46,51.78,39.76,27.1,113.0,17.0,29.2,42.79,50.45,228,0,0.0,0,0.0,0.0,31.88
62.09,8.45,46.25,56.47,40.98,,71.86,53.13,162.0,7.0,58.02,59.17,65.44,265,0,0.0,0,0.0,0.0,32.07
88.42,62.85,68.07,85.88,55.13,60.79,78.69,42.92,110.0,9.0,65.86,72.25,67.54,244,0,0.0,1,1.0,0.0,62.89
97.2,47.53,83.72,79.77,74.99,69.85,63.05,47.19,145.0,5.0,72.02,53.95,49.54,178,0,1.0,1,0.0,1.0,65.46
86.47,57.66,70.89,56.3,76.03,54.8,56.44,51.17,102.0,5.0,67.12,55.7,62.63,269,0,0.0,0,0.0,1.0,61.29
72.45,61.12,58.94,34.02,79.65,54.3,68.15,67.46,128.0,5.0,73.49,66.36,58.16,228,1,1.0,1,0.0,1.0,65.92
49.39,56.19,2.24,86.23,60.02,42.78,71.72,79.82,147.0,10.0,73.67,78.17,54.75,139,0,0.0,1,0.0,0.0,44.39
25.73,43.77,29.88,44.61,33.11,37.4,52.8,89.55,154.0,6.0,69.47,82.99,50.06,322,0,0.0,0,0.0,0.0,27.03
88.07,62.9,90.91,67.73,72.76,68.93,66.63,52.22,155.0,12.0,48.43,58.43,66.79,166,1,1.0,1,0.0,0.0,65.96
73.53,57.27,35.85,51.15,49.75,52.85,68.08,46.01,152.0,12.0,48.62,51.83,51.46,161,1,0.0,0,0.0,0.0,45.53
56.1,65.2,15.18,82.02,62.16,60.96,68.86,75.49,154.0,5.0,68.66,42.53,68.74,275,1,0.0,0,1.0,0.0,58.05
75.53,73.61,56.57,66.38,82.27,56.26,63.7,68.85,155.0,8.0,66.62,69.03,63.13,254,1,0.0,1,1.0,1.0,61.39
61.0,71.6,56.8,73.6,60.12,66.43,74.01,47.19,130.0,4.0,55.96,41.13,69.93,244,0,0.0,0,1.0,0.0,62.73
64.46,82.12,31.29,61.49,66.6,60.59,80.21,65.96,134.0,4.0,40.39,54.48,69.57,219,0,0.0,1,0.0,0.0,61.59
72.79,73.14,44.78,43.37,40.7,63.02,,51.51,156.0,6.0,76.96,63.43,52.25,227,1,0.0,1,0.0,0.0,52.03
89.9,70.26,57.4,94.64,89.64,79.43,68.75,54.13,159.0,14.0,50.58,68.8,62.37,351,0,1.0,1,1.0,1.0,80.26
50.01,30.41,47.54,68.49,44.58,38.44,88.74,73.95,139.0,5.0,62.51,75.8,57.98,252,0,0.0,0,0.0,0.0,48.19
82.0,50.38,34.35,45.01,64.79,54.26,52.43,68.14,127.0,6.0,74.31,80.78,53.77,204,0,0.0,0,0.0,1.0,42.5
46.81,19.34,49.87,61.52,52.85,31.4,49.05,62.36,,12.0,27.94,56.68,28.55,206,0,0.0,0,1.0,0.0,19.11
70.24,11.24,57.93,65.42,68.05,45.53,75.54,56.0,125.0,6.0,71.68,40.9,53.28,265,0,1.0,0,0.0,0.0,51.85
53.4,52.33,34.87,68.09,59.42,48.55,57.69,73.2,146.0,15.0,61.98,88.55,58.52,189,0,0.0,0,0.0,1.0,44.06
40.01,27.62,48.77,71.66,37.14,40.28,58.76,65.51,158.0,4.0,49.0,68.02,52.52,276,0,0.0,0,0.0,0.0,27.07
63.8,60.35,52.78,55.98,47.89,58.51,88.92,65.65,,1.0,62.24,54.18,67.46,293,1,0.0,0,0.0,0.0,61.43
81.31,87.51,49.51,64.65,62.8,76.76,66.84,55.42,138.0,7.0,46.34,62.19,53.79,302,1,0.0,1,1.0,0.0,60.79
73.49,45.1,67.71,70.92,68.3,57.46,69.0,58.94,174.0,3.0,48.26,68.45,66.16,301,0,0.0,0,0.0,1.0,56.85
46.02,14.8,50.45,37.61,37.63,41.51,70.1,61.82,139.0,12.0,54.73,45.67,61.02,231,0,0.0,0,0.0,0.0,35.17
60.31,33.86,48.5,37.92,61.0,47.91,52.84,48.34,162.0,13.0,39.81,39.45,58.2,239,1,0.0,0,0.0,1.0,34.44
56.95,41.07,69.5,68.4,74.97,48.19,99.14,73.63,124.0,5.0,80.25,81.61,62.27,262,0,1.0,0,1.0,0.0,63.21
47.77,51.17,38.64,50.21,41.82,42.24,75.49,81.36,144.0,6.0,50.92,63.71,90.66,210,0,0.0,0,0.0,0.0,39.87
81.65,72.41,59.15,75.24,52.88,65.61,68.83,38.35,122.0,11.0,39.03,67.64,60.96,341,1,,0,0.0,1.0,65.36
57.04,58.7,56.16,51.92,47.36,46.86,62.53,59.88,122.0,11.0,39.22,71.19,42.09,248,0,0.0,0,1.0,0.0,46.49
81.5,86.15,72.23,64.1,61.11,64.97,55.89,70.54,123.0,6.0,63.01,64.38,82.97,194,1,1.0,1,0.0,0.0,73.8
62.99,38.77,57.85,67.37,73.02,,81.96,77.38,142.0,8.0,47.66,78.61,65.43,163,0,0.0,0,0.0,0.0,46.42
99.94,84.21,60.37,84.55,81.11,74.75,87.28,82.59,134.0,2.0,85.31,74.76,79.42,351,1,1.0,0,0.0,1.0,91.55
76.14,26.11,61.63,71.66,47.25,46.49,65.11,57.06,102.0,2.0,77.24,53.94,61.19,168,0,0.0,0,0.0,0.0,36.23
56.83,64.12,18.03,48.27,41.97,51.73,71.29,74.02,132.0,5.0,65.2,89.34,72.33,217,0,0.0,0,0.0,0.0,53.2
70.79,64.7,32.03,69.47,53.3,39.72,66.6,67.98,128.0,2.0,64.94,58.12,55.91,250,0,0.0,1,0.0,0.0,60.0
89.96,49.99,59.85,90.63,84.51,68.8,82.82,77.86,110.0,9.0,61.85,74.01,51.77,260,0,0.0,0,1.0,1.0,71.76
58.15,52.7,36.88,69.3,79.09,56.51,51.06,72.81,145.0,9.0,57.05,57.58,53.04,281,1,1.0,0,1.0,0.0,64.59
74.06,76.04,53.79,79.11,51.43,57.04,59.51,36.65,150.0,9.0,52.4,43.23,64.2,179,1,0.0,1,0.0,1.0,57.73
90.39,52.51,57.97,50.17,82.52,63.53,94.06,48.98,154.0,1.0,72.49,54.75,72.26,352,1,1.0,0,1.0,1.0,80.58
78.39,62.65,43.16,82.81,57.7,57.86,,52.87,171.0,7.0,75.76,64.39,55.08,150,0,0.0,0,0.0,0.0,62.9
66.29,40.26,56.81,62.17,81.09,55.74,54.24,30.89,117.0,7.0,48.18,65.45,51.81,263,0,0.0,0,1.0,1.0,60.09
50.06,63.27,25.09,58.75,45.21,49.13,79.93,89.31,121.0,15.0,59.46,78.94,68.78,94,1,0.0,0,0.0,0.0,46.51
63.63,56.34,61.38,45.58,65.95,59.98,65.84,47.16,139.0,3.0,60.34,65.65,72.69,242,1,1.0,0,1.0,0.0,68.2
68.65,54.98,54.12,100.0,64.21,56.54,,56.3,139.0,3.0,67.73,46.39,53.58,273,0,1.0,0,1.0,0.0,56.87
77.59,52.91,32.71,23.94,69.21,43.38,85.99,69.3,144.0,4.0,73.24,77.39,50.87,268,1,1.0,0,0.0,1.0,53.23
71.5,32.57,48.98,84.47,53.56,52.52,40.08,22.36,151.0,4.0,46.73,42.2,45.54,258,0,0.0,0,0.0,0.0,44.38
72.3,51.6,63.88,81.81,71.29,57.97,85.55,91.04,137.0,6.0,78.97,66.91,62.27,92,0,0.0,0,0.0,0.0,52.24
51.17,32.9,53.86,34.57,52.48,39.97,61.71,45.23,157.0,5.0,68.01,56.18,46.75,149,0,0.0,0,0.0,0.0,42.12
23.13,46.54,21.0,62.61,57.74,36.97,64.23,85.98,125.0,8.0,60.68,56.6,48.05,115,0,0.0,0,0.0,0.0,27.25
61.1,69.99,35.97,70.18,68.63,53.86,59.57,70.63,129.0,12.0,45.96,50.5,60.38,272,0,0.0,0,0.0,1.0,50.87
83.68,46.65,100.0,48.19,80.86,71.59,68.08,51.01,119.0,7.0,36.3,59.41,51.81,222,0,1.0,0,1.0,1.0,64.08
67.56,33.34,50.09,50.54,59.79,64.27,83.35,55.51,90.0,7.0,74.98,94.67,58.43,221,0,0.0,0,1.0,0.0,38.07
44.55,53.19,14.2,60.28,70.96,47.48,73.4,81.49,109.0,3.0,66.96,100.0,51.53,207,0,0.0,0,0.0,1.0,60.65
96.67,47.34,54.78,95.75,48.57,70.95,63.47,84.82,155.0,7.0,61.51,57.57,48.44,188,0,0.0,0,0.0,0.0,53.0
54.89,65.69,58.27,57.34,66.5,59.98,67.76,71.24,159.0,4.0,52.23,71.68,59.45,294,0,1.0,0,1.0,0.0,63.22
73.34,81.79,53.74,44.58,83.02,66.76,71.59,61.26,117.0,6.0,58.4,69.38,65.05,208,0,1.0,1,0.0,1.0,77.83
87.33,56.06,62.4,88.38,49.5,66.79,,76.96,158.0,6.0,77.65,88.89,81.78,105,0,0.0,1,0.0,0.0,67.25
74.6,21.86,68.35,68.51,48.41,54.4,56.25,46.17,94.0,6.0,41.38,38.42,40.36,150,0,0.0,0,0.0,0.0,30.09
72.96,55.67,67.41,40.02,96.13,69.57,62.22,71.11,120.0,5.0,59.88,80.42,63.55,178,1,1.0,0,1.0,0.0,69.86
75.69,58.6,50.26,74.4,57.7,59.34,43.58,56.58,128.0,8.0,49.53,46.5,53.75,222,0,0.0,0,0.0,0.0,46.99
100.0,45.72,87.06,96.52,81.57,67.31,66.62,45.92,158.0,3.0,50.95,21.64,45.61,245,0,0.0,0,1.0,1.0,66.28
74.7,38.61,68.1,66.51,67.58,49.63,57.54,69.87,170.0,7.0,59.24,61.43,55.31,230,0,1.0,0,0.0,0.0,52.16
44.81,75.05,23.97,44.41,55.26,49.62,92.77,89.94,135.0,4.0,73.34,79.96,69.77,228,0,0.0,1,0.0,0.0,54.32
59.27,62.75,55.54,69.71,81.41,53.42,67.01,36.88,138.0,3.0,52.28,75.18,54.92,291,1,0.0,1,1.0,1.0,70.89
65.0,44.61,72.08,66.84,55.66,60.4,70.85,61.32,159.0,8.0,59.94,65.9,48.8,143,0,0.0,0,0.0,1.0,50.1
96.76,53.29,59.14,80.23,71.91,75.73,81.94,70.36,182.0,0.0,92.46,87.17,76.73,271,0,0.0,1,1.0,0.0,66.17
83.96,39.48,49.79,74.28,61.95,55.79,62.38,61.83,160.0,5.0,83.12,66.83,42.22,210,0,1.0,0,1.0,0.0,54.64
71.04,40.49,84.08,41.5,84.55,69.12,,80.37,119.0,7.0,74.15,47.79,72.37,107,0,0.0,0,0.0,1.0,64.02
69.29,47.87,75.24,78.66,70.05,63.6,43.27,63.87,152.0,10.0,29.07,48.22,55.25,309,0,0.0,1,1.0,0.0,53.34
88.32,53.32,76.98,88.18,68.07,69.26,62.9,57.9,127.0,9.0,53.17,46.23,58.89,212,0,0.0,0,0.0,0.0,64.91
62.05,56.08,44.8,59.45,67.7,54.58,73.77,79.61,165.0,5.0,74.77,98.82,76.09,297,0,1.0,0,1.0,0.0,65.49
,56.95,38.67,55.12,42.6,45.38,76.76,46.52,152.0,7.0,55.01,53.81,49.84,156,1,0.0,0,0.0,0.0,53.29
39.23,53.35,41.61,82.63,80.95,45.14,65.56,62.27,121.0,,51.43,55.93,45.14,264,1,0.0,1,1.0,1.0,56.81
94.77,57.25,26.9,80.35,48.52,48.09,56.82,57.95,158.0,9.0,56.48,39.34,48.97,269,1,1.0,0,0.0,0.0,53.49
65.09,28.96,43.19,48.88,65.79,42.55,80.07,80.0,151.0,6.0,76.36,76.76,83.7,203,0,0.0,0,0.0,0.0,47.68
32.35,43.32,24.18,35.88,58.51,48.71,57.21,63.48,145.0,14.0,41.04,64.74,46.18,291,0,0.0,0,0.0,0.0,25.39
54.66,40.26,45.21,71.42,51.95,37.98,64.93,77.19,140.0,7.0,51.81,69.22,71.01,115,0,1.0,0,0.0,1.0,45.76
80.7,63.23,45.92,86.32,58.39,54.53,81.19,43.2,132.0,2.0,75.81,69.01,65.48,302,1,0.0,0,1.0,0.0,64.11
63.99,53.52,46.1,47.04,53.85,46.25,83.62,92.51,153.0,3.0,80.17,84.45,56.3,281,0,0.0,0,0.0,0.0,55.75
90.22,64.19,92.1,69.47,82.94,71.56,63.5,60.57,178.0,5.0,42.67,36.72,79.58,314,0,1.0,0,1.0,0.0,67.31
59.55,46.56,62.63,60.01,34.22,51.08,70.87,67.84,174.0,11.0,68.68,62.64,,271,0,0.0,0,0.0,0.0,42.45
74.72,37.26,68.01,57.64,61.64,52.78,59.67,55.71,135.0,7.0,60.1,46.82,52.23,197,0,1.0,0,0.0,1.0,51.08
72.1,40.96,79.63,38.96,57.13,55.57,58.12,54.22,100.0,6.0,73.88,72.87,67.1,234,0,0.0,0,1.0,0.0,54.41
77.36,35.22,94.74,56.99,45.36,54.23,75.37,68.22,131.0,8.0,81.71,56.05,77.54,268,0,0.0,0,0.0,0.0,48.53
84.76,55.13,49.53,81.81,64.95,59.26,56.53,78.84,140.0,7.0,61.8,74.33,51.15,206,1,0.0,0,0.0,1.0,67.15
84.71,33.46,66.41,99.61,71.41,62.37,87.49,69.18,147.0,0.0,82.86,68.12,81.29,125,0,0.0,1,0.0,1.0,61.85
82.97,61.42,60.72,56.68,64.98,62.58,57.95,76.3,154.0,8.0,64.68,55.23,56.99,403,0,1.0,0,0.0,0.0,62.57
53.19,27.95,47.13,65.58,51.32,55.31,43.93,62.72,220.0,6.0,59.17,57.28,41.1,242,0,0.0,0,0.0,0.0,35.95
63.01,38.36,66.6,70.66,64.73,54.75,61.77,66.33,152.0,8.0,69.05,63.53,51.31,289,0,1.0,0,0.0,0.0,49.81
56.15,33.2,49.17,47.35,41.87,41.63,71.86,91.78,129.0,3.0,76.61,84.01,46.42,204,0,0.0,0,0.0,0.0,41.62
63.05,44.15,61.37,57.88,78.36,41.45,78.8,74.15,132.0,5.0,66.72,55.02,59.18,269,0,0.0,0,1.0,0.0,57.35
76.71,48.95,69.09,82.45,63.35,63.68,49.21,45.87,117.0,7.0,46.95,35.52,54.24,208,0,0.0,0,1.0,1.0,53.98
75.37,48.31,38.73,44.56,71.01,42.01,100.0,65.88,149.0,1.0,75.99,99.71,78.59,221,0,0.0,1,0.0,0.0,56.68
52.66,5.96,33.27,45.4,21.79,32.21,54.41,53.27,153.0,12.0,44.51,61.63,51.24,212,0,0.0,0,0.0,0.0,29.95
54.49,47.3,85.75,68.23,63.2,59.09,68.84,78.81,159.0,4.0,82.45,80.17,60.94,226,0,0.0,0,0.0,0.0,66.0
85.04,80.78,77.71,87.56,88.19,82.94,87.84,54.22,97.0,5.0,57.62,86.61,73.22,219,1,0.0,0,0.0,0.0,70.79
73.62,46.21,59.91,48.28,67.39,53.05,63.27,58.01,147.0,1.0,88.78,55.02,55.67,219,0,0.0,0,1.0,0.0,57.4
51.54,73.03,25.07,48.14,52.95,48.43,80.61,71.85,122.0,1.0,59.89,67.45,61.27,267,1,0.0,1,0.0,0.0,59.35
87.74,62.38,30.71,58.87,74.93,64.68,52.67,62.03,148.0,6.0,57.55,40.27,54.73,292,1,0.0,1,1.0,0.0,57.83
53.19,52.03,13.99,38.64,63.7,36.82,60.88,87.35,120.0,7.0,56.91,64.96,49.35,281,0,0.0,0,1.0,1.0,56.88
78.25,67.56,67.6,87.45,51.86,69.03,78.91,86.96,154.0,6.0,75.64,68.69,85.23,199,1,1.0,0,0.0,0.0,80.04
50.0,38.41,40.89,60.49,62.22,48.58,82.65,72.12,130.0,13.0,54.44,65.82,74.93,240,0,0.0,0,0.0,1.0,50.86
81.21,64.97,44.27,100.0,81.31,65.76,90.83,53.12,131.0,2.0,75.03,72.63,66.82,180,0,0.0,1,1.0,0.0,69.32
51.95,53.41,28.3,56.23,54.01,54.59,64.76,80.37,153.0,3.0,64.08,69.64,66.05,291,0,0.0,0,0.0,1.0,48.81
60.95,88.49,32.21,74.02,66.53,63.19,64.46,55.08,129.0,8.0,58.53,40.55,66.88,244,0,1.0,1,0.0,0.0,54.45
74.4,37.93,55.64,76.88,60.9,45.43,76.07,68.05,158.0,3.0,67.21,72.55,53.55,210,0,0.0,0,0.0,0.0,53.52
83.85,71.63,62.14,74.23,97.83,78.94,67.73,68.66,153.0,8.0,65.29,65.8,82.85,291,0,1.0,1,1.0,1.0,82.16
69.23,57.16,70.09,41.48,61.78,54.99,87.02,69.13,140.0,9.0,68.7,99.78,51.7,284,1,0.0,1,1.0,1.0,71.55
73.43,52.04,61.0,71.24,62.52,64.27,51.24,29.45,129.0,8.0,65.33,40.96,68.64,271,0,0.0,0,0.0,0.0,54.63
100.0,87.19,73.89,83.57,82.12,83.3,69.88,57.11,163.0,5.0,66.02,57.86,70.05,357,1,0.0,0,1.0,1.0,90.87
75.77,17.86,84.07,59.71,44.05,36.77,51.38,49.64,152.0,7.0,58.49,61.59,35.4,139,0,1.0,0,0.0,0.0,42.87
76.11,41.72,46.26,74.57,41.0,55.21,52.69,51.05,167.0,10.0,48.91,43.83,49.78,199,0,0.0,0,0.0,0.0,36.53
75.1,17.79,37.64,47.45,43.81,40.8,89.1,91.35,111.0,6.0,72.22,90.63,81.24,208,0,0.0,0,1.0,0.0,42.31
67.66,21.54,60.15,60.35,61.17,46.65,65.6,49.5,134.0,3.0,57.37,43.14,79.3,189,0,0.0,0,1.0,1.0,59.3
48.71,76.42,58.97,52.65,81.75,57.56,59.15,37.84,130.0,9.0,38.34,36.59,44.68,201,1,1.0,0,1.0,1.0,63.77
38.17,61.25,27.16,41.79,60.17,47.76,63.32,79.33,148.0,8.0,51.39,80.59,52.3,194,0,0.0,0,0.0,0.0,42.01
73.09,66.03,35.7,52.98,47.3,48.27,34.31,48.52,118.0,3.0,51.96,48.31,41.85,158,1,0.0,0,0.0,0.0,41.76
80.4,41.9,53.44,65.62,61.73,63.46,,61.04,,3.0,49.79,42.16,51.75,278,0,0.0,0,0.0,0.0,45.73
42.95,12.79,24.25,48.83,28.88,18.5,93.86,84.69,144.0,3.0,69.35,58.27,71.18,147,0,0.0,0,0.0,0.0,38.59
65.7,73.62,34.5,63.83,40.92,55.08,58.17,42.47,104.0,6.0,50.94,75.14,49.82,233,0,0.0,1,0.0,1.0,54.08
38.0,55.16,61.36,57.16,52.77,53.04,69.26,77.07,103.0,10.0,70.79,56.79,52.66,141,0,0.0,0,0.0,0.0,44.13
100.0,49.36,69.36,66.05,84.72,75.05,42.32,64.51,134.0,4.0,60.16,38.45,53.65,235,1,1.0,0,0.0,1.0,67.42
77.31,53.25,82.6,63.61,68.47,66.55,,63.63,185.0,12.0,40.99,50.47,51.22,214,0,0.0,0,1.0,0.0,44.67
79.19,57.15,49.42,100.0,62.2,60.9,51.69,45.63,139.0,10.0,61.64,46.36,63.71,239,1,1.0,0,1.0,0.0,61.52
66.36,69.91,65.6,60.61,54.35,57.4,68.92,71.11,133.0,6.0,70.13,56.78,63.15,278,0,0.0,0,0.0,0.0,57.94
64.87,15.96,53.92,24.66,39.29,32.41,49.6,42.85,145.0,8.0,45.31,55.07,47.9,227,0,0.0,0,0.0,0.0,24.92
78.53,52.66,64.79,72.09,72.68,59.29,55.37,69.37,148.0,8.0,59.1,62.68,66.66,323,0,1.0,0,1.0,1.0,66.68
46.45,55.3,39.42,45.42,54.49,39.82,51.38,45.11,135.0,7.0,55.49,37.95,43.86,174,0,0.0,1,0.0,0.0,41.39
48.77,50.23,35.25,43.33,47.85,36.15,59.91,49.56,126.0,15.0,46.29,61.03,45.47,265,0,0.0,1,0.0,1.0,31.04
68.38,42.12,60.27,66.07,62.97,66.12,58.81,73.87,110.0,3.0,85.66,67.58,69.99,245,0,0.0,0,0.0,0.0,56.96
62.08,60.43,42.77,74.05,63.39,44.95,63.3,67.2,155.0,8.0,54.12,69.09,46.0,149,0,0.0,1,0.0,0.0,43.79
67.87,17.28,76.1,68.14,45.91,56.56,85.79,54.46,133.0,3.0,69.09,66.47,67.21,218,0,0.0,0,0.0,0.0,51.33
80.56,74.9,70.74,79.84,68.45,62.99,61.49,67.13,147.0,13.0,59.39,85.1,70.07,314,1,0.0,1,1.0,1.0,66.96
66.72,22.98,62.64,92.84,50.93,44.84,77.83,34.57,160.0,3.0,54.3,83.01,58.03,178,0,0.0,0,0.0,0.0,36.47
61.7,44.52,47.11,22.94,59.74,41.31,64.37,56.39,133.0,5.0,53.45,52.15,63.74,276,0,0.0,0,1.0,0.0,41.08
58.16,64.49,58.19,41.08,52.27,47.22,27.03,14.26,107.0,8.0,45.59,19.12,30.6,171,0,1.0,0,1.0,0.0,37.84
86.93,77.19,52.08,64.28,32.08,67.36,71.76,83.54,136.0,3.0,75.17,84.75,70.98,212,0,0.0,0,0.0,0.0,55.3
89.67,55.96,71.79,58.57,78.1,71.82,76.93,59.48,138.0,11.0,61.5,76.07,73.99,221,0,0.0,0,1.0,0.0,61.67
88.87,40.01,54.16,72.47,82.73,61.18,94.63,70.21,152.0,5.0,66.5,85.47,74.0,374,0,1.0,0,1.0,1.0,75.93
55.56,36.48,44.49,65.16,54.72,62.31,48.45,49.92,126.0,6.0,38.46,42.66,47.99,143,0,0.0,0,0.0,1.0,31.21
57.65,74.11,43.76,77.62,69.32,58.73,61.19,67.41,,6.0,63.53,57.14,44.02,233,1,0.0,0,0.0,1.0,54.45
72.85,76.09,49.77,62.66,65.84,63.06,61.24,56.62,132.0,5.0,60.11,30.27,70.77,361,0,1.0,1,1.0,1.0,81.13
67.24,71.26,54.99,72.73,46.54,54.73,89.7,80.37,149.0,1.0,72.83,72.9,53.96,250,1,0.0,1,0.0,0.0,60.06
64.07,62.01,54.59,53.24,84.81,55.46,41.61,42.2,152.0,4.0,48.97,39.13,34.82,213,0,1.0,0,1.0,1.0,64.32
54.97,56.61,46.14,51.34,63.22,48.13,54.32,60.36,180.0,8.0,54.72,43.15,56.43,284,0,1.0,0,0.0,0.0,48.55
56.75,41.3,47.78,69.66,51.63,53.17,83.19,61.76,176.0,8.0,48.71,79.01,56.87,357,0,1.0,0,0.0,1.0,47.14
94.14,42.29,68.79,92.35,55.94,,69.83,50.24,137.0,3.0,63.83,53.52,66.44,230,0,0.0,0,0.0,0.0,55.03
69.85,46.56,58.88,43.94,54.43,61.08,65.86,34.08,126.0,5.0,62.27,60.81,47.91,340,1,0.0,0,0.0,1.0,60.52
18.06,24.32,8.66,61.83,43.37,19.85,80.68,91.99,,8.0,59.92,72.02,52.26,216,0,0.0,0,0.0,0.0,27.54
73.76,47.98,56.65,55.07,43.01,56.85,83.96,63.13,118.0,3.0,72.08,79.72,75.25,399,1,1.0,0,0.0,0.0,54.39
65.29,30.47,36.08,38.81,61.91,46.35,73.73,86.8,142.0,2.0,61.68,56.61,41.93,244,0,0.0,0,0.0,0.0,47.9
